"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","transgenic_line","height","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square"
"296",332.315904,170.312494039536,0.0800907835364342,-99.46875,-73.2969207763672,"Htr3a-Cre_NO152",90.2656297683716,1.02543,-60.2812538146973,1.02344,29.9843759536743,1.48335,-74.296875,320,1.0231,-46.1875038146973,1.48335,-74.296875,2.98052193701258
"302",417.74864,570.625126361847,0.0364815033972263,-99.1250076293945,-60.1255912780762,"Chrna2-Cre_OE25",84.7656278610229,1.02496,-57.3750019073486,1.02384,27.3906259536743,1.4699,-61.3593769073486,200,1.02341,-47.140625,1.4699,-61.3593769073486,1.92874125337918
"304",233.527488,247.209787368774,0.130555033683777,-102.65625,-75.7673873901367,"Chrna2-Cre_OE25",91.8697967529297,1.02543,-51.9270865122477,1.02358,39.942710240682,1.75829,-77.0104204813639,850,1.02311,-44.1145846048991,1.75829,-77.0104204813639,3.07141281110664
"305",129.903104,65.6249970197678,0.0965977758169174,-80.15625,-72.0429763793945,"Pvalb-IRES-Cre",85.0937528610229,1.02335,-57.5468769073486,1.0228125,27.5468759536743,1.290815,-69.1093788146973,270,1.0225725,-44.046875,1.290815,-69.1093788146973,1.36917135949095
"306",228.97656,213.28116953373,0.0271111633628607,-95.875,-72.3847427368164,"Htr3a-Cre_NO152",83.2734417915344,1.02488125,-53.5703153610229,1.0234075,29.7031264305115,1.24385125,-73.5781269073486,509.999969482422,1.02310625,-40.3906259536743,1.24385125,-73.5781269073486,2.85735816638323
"313",177.478832,137.500002980232,0.0252450555562973,-92,-76.2554244995117,"Pvalb-IRES-Cre",68.3125,1.025415,-62.9375,1.023645,5.375,1.949235,-76.96875,0,1.023355,-44.9375038146973,1.949235,-76.96875,1.65233018833272
"314",140.456,139.374956488609,0.0474112145602703,-88.5,-72.1893692016602,"Htr3a-Cre_NO152",87.8187538146973,1.024539,-58.5750022888184,1.023361,29.2437515258789,1.317778,-74.2937545776367,730,1.023068,-44.4187530517578,1.317778,-74.2937545776367,2.24732120482206
"322",74.373624,36.5624614059925,0.0477078333497047,-88.96875,-77.0860366821289,"Pvalb-IRES-Cre",94.968754196167,1.023738,-69.1937530517578,1.023214,25.7750011444092,1.367656,-76.8062515258789,498,1.022966,-50.1875022888184,1.367656,-76.8062515258789,1.16193521863957
"325",102.521304,61.5624599158764,0.0321450121700764,-89.3125,-80.8448028564453,"Htr3a-Cre_NO152",91.4312519073486,1.028951,-68.7312515258789,1.023318,22.7000003814697,1.400833,-81.6125015258789,1140,1.022966,-45.0812507629395,1.400833,-81.6125015258789,2.12020705486799
"327",87.087664,51.5625067055225,0.0474356599152088,-94.0000076293945,-80.1526336669922,"Pvalb-IRES-Cre",76.6437519073486,1.0246,-63.8437515258789,1.023416,12.8000003814697,1.264444,-80.9812515258789,0,1.023118,-46.8187515258789,1.264444,-80.9812515258789,1.42046351589589
"330",184.305216,178.281292319298,0.0684260651469231,-93.625,-73.3044967651367,"Sst-IRES-Cre",98.2250045776367,1.024659,-61.9687530517578,1.023472,36.2562515258789,1.540459,-73.6375030517578,0,1.023097,-43.3250015258789,1.540459,-73.6375030517578,2.1384345354453
"331",391.213248,328.906267881393,0.0241032354533672,-100.156257629395,-76.1264419555664,"Sst-IRES-Cre",97.1875038146973,1.02439,-63.2812538146973,1.023775,33.90625,1.895235,-76.375,0,1.023495,-56,1.895235,-76.375,1.51111168559311
"340",191.326528,145.468786358833,0.0182432401925325,-88.6562576293945,-73.6837921142578,"Nkx2-1-CreERT2",93.9937538146973,1.024728,-51.9687515258789,1.023392,42.0250022888184,1.32546,-74.8812545776367,780,1.023064,-38.4875007629395,1.32546,-74.8812545776367,2.82084499822711
"343",206.196992,186.562418937683,0.0656694322824478,-90.53125,-70.5390701293945,"Chat-IRES-Cre-neo",94.5312553405762,1.025204,-56.4062538146973,1.023532,38.1250015258789,1.623268,-70.89375,249.999984741211,1.02314,-48.3062515258789,1.623268,-70.89375,3.10361262595268
"347",177.3468,118.437498807907,0.0252852868288755,-100.781257629395,-74.416374206543,"Pvalb-IRES-Cre",75.3437526702881,1.024427,-58.7312515258789,1.023353,16.6125011444092,1.62964,-74.5687545776367,560,1.023056,-42.4562530517578,1.62964,-74.5687545776367,1.69673334062295
"348",115.145696,71.8751177191734,0.0232932921499014,-88.96875,-80.8073272705078,"Pvalb-IRES-Cre",92.1812561035156,1.023969,-65.5062545776367,1.023333,26.6750015258789,1.655788,-82.0562530517578,880,1.023065,-48.7375022888184,1.655788,-82.0562530517578,1.3162588242171
"349",291.219424,193.437457084656,0.0550305172801018,-92.8437576293945,-71.5591354370117,"Vip-IRES-Cre",83.4437534332276,1.024964,-53.8875022888184,1.023276,29.5562511444092,1.367728,-72.3312545776367,320,1.022908,-46.8312515258789,1.367728,-72.3312545776367,3.31398183484865
"351",311.605952,485.000014305115,0.0322718136012554,-102.15625,-67.0113220214844,"Sst-IRES-Cre",94.1666717529297,1.02462333333333,-61.5416692097982,1.02331666666667,32.6250025431315,1.58587333333333,-68.1041692097982,279.999979654948,1.022955,-41.6354192097982,1.58587333333333,-68.1041692097982,2.35634662617868
"352",114.496624,105.000108480453,0.108139015734196,-83.7812576293945,-72.0309982299805,"Chrna2-Cre_OE25",97.5390691757202,1.026075,-51.8593788146973,1.0236,45.6796903610229,1.341195,-73.0000038146973,1170,1.023205,-48.1250009536743,1.341195,-73.0000038146973,4.75046347144403
"356",123.479544,112.187504768372,0.0678921714425087,-83.4375,-70.7862167358398,"Htr3a-Cre_NO152",89.6437545776367,1.028193,-58.3125030517578,1.023395,31.3312515258789,1.49588,-71.7000030517578,640,1.02299,-41.4625015258789,1.49588,-71.7000030517578,2.25568777571419
"361",192.72752,184.218749403954,0.0322502516210079,-93.8437576293945,-74.6732559204102,"Htr3a-Cre_NO152",92.3515653610229,1.02497,-56.6640644073486,1.02351,35.6875009536743,1.532335,-75.2265663146973,820,1.02312,-45.9218759536743,1.532335,-75.2265663146973,2.81081725210014
"363",188.7088,216.718822717667,0.0732740610837936,-95.375,-71.9751281738281,"Chrna2-Cre_OE25",100.911463419596,1.02461666666667,-62.6979198455811,1.02350666666667,38.2135435740153,1.49781333333333,-72.8750038146973,700,1.02308333333333,-45.4062519073486,1.49781333333333,-72.8750038146973,2.06886589564789
"369",244.504784,136.875107884407,0.0122328987345099,-90.1562576293945,-74.8419723510742,"Nkx2-1-CreERT2",89.7625038146973,1.024292,-60.1687522888184,1.023396,29.5937515258789,1.791876,-75.3562530517578,509.999969482422,1.02304,-44.2750022888184,1.791876,-75.3562530517578,1.57793644276334
"370",179.584672,115.000002086163,0.0793210864067078,-85.4687576293945,-71.0717086791992,"Pvalb-IRES-Cre",89.7187509536743,1.02409,-65.109375,1.0233625,24.6093759536743,1.6900275,-72.1406288146973,0,1.0230675,-48.140625,1.6900275,-72.1406288146973,1.41722858355995
"378",110.398784,105.156250298023,0.0230337269604206,-83.4687576293945,-72.0595779418945,"Htr3a-Cre_NO152",83.7312530517579,1.02934,-61.4062522888184,1.023323,22.3250007629395,1.249051,-72.1125,820,1.023005,-33.4250015258789,1.249051,-72.1125,2.29638946661601
"382",238.468528,219.06253695488,0.0861993804574013,-92.7187576293945,-68.8199691772461,"Nkx2-1-CreERT2",94.4166717529297,1.02520333333333,-61.3072954813639,1.02361,33.1093762715658,1.03636,-70.4895858764648,370,1.02323,-43.7083346048991,1.03636,-70.4895858764648,2.58649240147797
"386",196.270208,276.250004768372,0.210300296545029,-100.40625,-70.5262680053711,"Htr3a-Cre_NO152",83.7937530517579,1.024598,-57.6562522888184,1.023549,26.1375007629395,1.466261,-71.2,0,1.023245,-44.5250022888184,1.466261,-71.2,2.26167330723314
"392",249.300176,240.781292319298,0.116980828344822,-82.5,-64.7840728759766,"Sst-IRES-Cre",109.856254577637,1.024137,-62.1937530517578,1.02314,47.6625015258789,1.551649,-66.2812545776367,499.999969482422,1.022756,-42.2812507629395,1.551649,-66.2812545776367,1.8712986119237
"394",345.971648,341.718673706055,0.0355428121984005,-101.968757629395,-74.6933822631836,"Chrna2-Cre_OE25",93.7321469443185,1.02476,-61.5312538146973,1.02340571428571,32.2008931296212,1.82014,-75.1473257882254,530,1.02298,-41.6785741533552,1.82014,-75.1473257882254,2.03263879461152
"396",313.030656,210.312455892563,0.0470303408801556,-95.2187576293945,-72.1218643188477,"Nkx2-1-CreERT2",92.7500045776368,1.024648,-52.7062522888184,1.023364,40.0437522888184,1.335744,-73.0187515258789,520,1.02304,-39.5812522888184,1.335744,-73.0187545776367,2.73212310419873
"403",117.1574,95.9821417927742,0.0352624356746674,-95.5000076293945,-75.1253509521484,"Pvalb-IRES-Cre",80.1250038146972,1.02423166666667,-61.9270858764648,1.02342833333333,18.1979179382324,1.44715333333333,-75.7395833333333,0,1.02315333333333,-44.3333371480306,1.44715333333333,-75.7395833333333,1.3460910208496
"407",186.300512,122.812502086163,0.0104180900380015,-92.4375076293945,-79.4691696166992,"Pvalb-IRES-Cre",98.4687550862631,1.0238625,-70.3750038146973,1.02328916666667,28.0937512715658,1.39646333333333,-80.2447916666667,244.999984741211,1.0230025,-51.3593781789144,1.39646333333333,-80.2447916666667,1.18444179370482
"408",225.53072,131.250381469727,0.0613858103752136,-95.6875,-66.2035369873047,"Pvalb-IRES-Cre",71.5078160762786,1.02412125,-59.0000028610229,1.0233275,12.5078132152557,1.5244125,-66.7265663146973,205,1.0230425,-45.2343759536743,1.5244125,-66.7265663146973,1.45100035792454
"410",297.908576,195.089280605316,0.0982809737324715,-93.0625076293945,-70.4354019165039,"Chat-IRES-Cre-neo",84.7343807220459,1.02602,-51.0156288146973,1.02375,33.7187519073486,1.3868,-71.1093826293945,320,1.0233,-44.421875,1.3868,-71.1093826293945,3.34566362873336
"411",239.256544,210.156217217445,0.100539937615395,-96.1562576293945,-73.0956115722656,"Htr3a-Cre_NO152",99.2687538146973,1.02437,-54.7187530517578,1.023362,44.5500007629395,1.842841,-73.89375,310,1.023093,-47.0250030517578,1.842841,-73.89375,3.08562433496435
"413",153.387584,87.4999985098839,0.0302831251174212,-90.53125,-79.72119140625,"Pvalb-IRES-Cre",77.625,1.02434333333333,-62.8125,1.02338166666667,14.8125,1.32383666666667,-80.5416666666667,0,1.02309166666667,-46.0104179382324,1.32383666666667,-80.5416666666667,1.5761207327518
"416",192.807776,182.656213641167,0.0680871158838272,-97.5937576293945,-77.9012298583984,"Chrna2-Cre_OE25",95.6484422683715,1.024755,-62.6562528610229,1.023505,32.9921894073486,1.46947,-78.0781288146973,720,1.023085,-50.3125028610229,1.46947,-78.0781288146973,2.20316752224954
"422",249.884064,210.937425494194,0.0435485690832138,-82.90625,-67.0247116088867,"Nkx2-1-CreERT2",95.4312553405762,1.024856,-55.5937515258789,1.023492,39.8375038146973,1.038536,-67.3062530517578,460,1.023156,-37.7062522888184,1.038536,-67.3062530517578,2.90097009749075
"423",133.1606,109.999999403954,0.0915253385901451,-85.71875,-74.1160736083984,"Pvalb-IRES-Cre",84.4187515258789,1.023857,-64.8937515258789,1.023301,19.525,1.431222,-75.0250015258789,104,1.023068,-45.9187522888184,1.431222,-75.0250015258789,1.23136699597308
"429",225.907072,226.406291127205,0.0353129655122757,-99.5312576293945,-73.7278823852539,"Vip-IRES-Cre",92.1250030517579,1.025728,-56.5625022888184,1.02364,35.5625007629395,1.726596,-73.3312545776367,249.999984741211,1.023136,-46.5750015258789,1.726596,-73.3312545776367,2.82079882626488
"434",95.58364,87.1874988079071,0.0920467376708984,-89.7812576293945,-70.0180740356445,"Pvalb-IRES-Cre",83.5000019073486,1.023389,-65.9875015258789,1.022915,17.5125003814697,1.305923,-71.4625045776367,600,1.02271,-46.8562515258789,1.305923,-71.4625045776367,1.17435434991953
"435",214.070112,162.544712424278,0.0740037932991982,-89.2500076293945,-70.6075286865234,"Sst-IRES-Cre",83.3312522888184,1.024052,-62.3562515258789,1.023407,20.9750007629395,1.507735,-70.8437545776367,340,1.023157,-46.0437522888184,1.507735,-70.8437545776367,1.35590037197535
"440",181.62328,99.0623831748962,0.0307512935250998,-100.28125,-76.7705001831055,"Pvalb-IRES-Cre",87.5416695276896,1.02394166666667,-71.7083358764648,1.02336833333333,15.8333336512248,1.18674,-76.9583333333333,0,1.02308833333333,-54.1145858764648,1.18674,-76.9583333333333,1.17417565844725
"445",184.970112,221.071422100067,0.104748919606209,-94.0000076293945,-72.0331649780273,"Sst-IRES-Cre",85.400004196167,1.024277,-62.8375030517578,1.023288,22.5625011444092,1.608743,-72.7812545776367,560,1.022895,-48.6062507629395,1.608743,-72.7812545776367,1.62071835590077
"449",258.0088,320.535778999329,0.0329767949879169,-99.6562576293945,-70.0454711914062,"Sst-IRES-Cre",72.1953146457672,1.02494,-60.0703144073486,1.023405,12.1250002384186,1.658825,-69.1171894073486,117.499992370605,1.02302,-41.3281259536743,1.658825,-69.1171894073486,1.87477525012872
"451",273.04608,186.718717217445,0.0737541764974594,-92.46875,-71.5811462402344,"Sst-IRES-Cre",77.1875030517579,1.024634,-57.7312522888184,1.023436,19.4562507629395,1.271072,-71.6750015258789,580,1.023057,-47.8312530517578,1.271072,-71.6750015258789,2.05387358122778
"452",251.150864,289.531320333481,0.0597299821674824,-94.5000076293945,-62.701229095459,"Chrna2-Cre_OE25",96.5500053405762,1.025284,-52.9562522888184,1.02338,43.5937530517578,1.109208,-64.1250007629395,340,1.0229,-44.1625030517578,1.109208,-64.1250022888184,2.94361717626909
"458",208.152768,174.999997019768,0.0284262932837009,-80.65625,-68.0887222290039,"Nkx2-1-CreERT2",98.7395909627279,1.02452,-56.4270871480306,1.0232,42.3125038146973,1.23754666666667,-68.9479242960612,440,1.02283333333333,-42.0312525431315,1.23754666666667,-68.9479242960612,2.76693118516629
"460",297.790624,190.13400375843,0.0392634160816669,-94.4375,-73.6521224975586,"Pvalb-IRES-Cre",63.6093771457672,1.02548083333333,-58.8437519073486,1.02335416666667,4.76562523841858,1.31913166666667,-74.9791692097982,68.3333333333333,1.02306833333333,-41.302085240682,1.31913166666667,-74.9791692097982,1.75799136946655
"462",112.281272,66.5624216198921,0.0791119262576103,-97.53125,-82.11767578125,"Pvalb-IRES-Cre",73.9062509536744,1.024006,-61.5062507629395,1.023249,12.4000001907349,1.405579,-82.3562530517578,1030,1.02301,-45.3875007629395,1.405579,-82.3562530517578,1.40916963736363
"464",287.26896,292.812526226044,0.156620815396309,-102.500007629395,-69.3377838134766,"Sst-IRES-Cre",92.8593769073486,1.0241775,-58.7968769073486,1.02329,34.0625,1.451155,-70.6562576293945,440,1.0229175,-44.9531269073486,1.451155,-70.6562576293945,1.64075773688469
"465",113.847168,103.281252086163,0.0338861607015133,-85.4375076293945,-74.3047332763672,"Htr3a-Cre_NO152",92.7562549591065,1.028504,-64.3687538146973,1.023334,28.3875011444092,1.166942,-75.2812530517578,444,1.023001,-40.3937507629395,1.166942,-75.2812530517578,2.97960092813992
"469",231.135856,230.624958872795,0.217359259724617,-97.1562576293945,-72.4381256103516,"Sst-IRES-Cre",97.2437568664551,1.024218,-56.6812538146973,1.023416,40.5625030517578,1.214087,-73.6062561035156,560,1.023071,-38.8125015258789,1.214087,-73.6062561035156,1.74971592670853
"472",123.878368,92.5221890211105,0.0163599103689194,-87.0625,-77.2041091918945,"Pvalb-IRES-Cre",93.2291692097981,1.02391333333333,-69.1145858764648,1.02338833333333,24.1145833333333,1.54767166666667,-77.5520884195964,0,1.02310166666667,-51.7500038146973,1.54767166666667,-77.5520884195964,1.08539210711037
"476",330.6896,204.687386751175,0.113529749214649,-87.2812576293945,-63.2645416259766,"Vip-IRES-Cre",92.6875038146973,1.02523,-52.9531288146973,1.02346,39.734375,1.60302,-64.4687538146973,300,1.02311,-41.4843769073486,1.60302,-64.4687538146973,3.47951209782667
"477",182.348176,168.906092643738,0.0618418902158737,-79.9062576293945,-61.2857704162598,"Chat-IRES-Cre-neo",93.4687538146972,1.02472,-51.8359394073486,1.023285,41.6328144073486,1.41884,-62.7656278610229,180,1.022925,-47.6875019073486,1.41884,-62.7656278610229,3.1154424910686
"478",295.312768,207.656249403954,0.00674996199086308,-86.75,-64.1587371826172,"Nkx2-1-CreERT2",89.7343781789144,1.02485333333333,-54.1510429382324,1.02329666666667,35.583335240682,1.04571666666667,-64.984380086263,370,1.02291,-43.7812525431315,1.04571666666667,-64.984380086263,2.89918241280262
"483",189.404256,214.464262127876,0.0666440650820732,-96.1250076293945,-71.5020294189453,"Sst-IRES-Cre",60.0468751192093,1.026745,-56.828125,1.023645,3.21875011920929,1.62802625,-71.9375057220459,0,1.0232225,-39.4140653610229,1.62802625,-71.9375057220459,2.03861412116981
"486",380.892416,291.406184434891,0.0525948405265808,-97.84375,-68.7102890014648,"Sst-IRES-Cre",81.8333377838135,1.02404166666667,-61.7083371480306,1.023245,20.1250006357829,1.454635,-70.0520858764648,350,1.02295333333333,-42.1354179382324,1.454635,-70.0520858764648,1.40004273298898
"487",149.633568,111.562542617321,0.0461349040269852,-91.75,-78.3290176391602,"Htr3a-Cre_NO152",89.5781264305115,1.030465,-64.03125,1.02347625,25.5468764305115,1.37075625,-79.3125038146973,820,1.02314375,-40.234375,1.37075625,-79.3125038146973,2.7548740434104
"489",298.512128,460.491210222244,0.0713085681200027,-99.0312576293945,-72.7053756713867,"Sst-IRES-Cre",83.1812515258789,1.024316,-59.2625015258789,1.023319,23.91875,1.632786,-72.7687515258789,287.999981689453,1.022975,-41.7625015258789,1.632786,-72.7687515258789,1.72326541183295
"490",206.912064,138.281241059303,0.051396943628788,-94.46875,-79.3491287231445,"Pvalb-IRES-Cre",78.1830362592424,1.023935,-63.8616071428571,1.02330714285714,14.3214291163853,1.27392714285714,-79.8125032697405,205.714272635324,1.02305928571429,-47.9866076878139,1.27392714285714,-79.8125032697405,1.32354974465407
"492",136.85368,84.6873819828033,0.00456018326804042,-82.0312576293945,-72.5855331420898,"Nkx2-1-CreERT2",81.6625019073486,1.024232,-59.4875015258789,1.02346,22.1750003814697,1.440972,-73.7500045776367,780,1.023136,-44.6062515258789,1.440972,-73.7500045776367,1.45211601344623
"493",247.932016,320.468693971634,0.0631639063358307,-96.5,-61.7753524780273,"Chrna2-Cre_OE25",78.6614634195964,1.02532,-51.7343781789144,1.02343333333333,26.927085240682,1.34011333333333,-62.6979211171468,370,1.02297666666667,-37.2135435740153,1.34011333333333,-62.6979211171468,2.70366396802564
"495",184.436208,114.531256258488,0.0726962611079216,-99.96875,-75.657829284668,"Pvalb-IRES-Cre",90.5000068664551,1.023963,-62.8062553405762,1.023296,27.6937515258789,1.634322,-76.7187530517578,101.999993896484,1.023026,-45.6875007629395,1.634322,-76.7187530517578,1.37203574081433
"496",156.860064,114.062502980232,0.066166415810585,-97.3125,-73.1888122558594,"Pvalb-IRES-Cre",71.2812504768372,1.02462125,-59.890625,1.0233125,11.3906254768372,1.68389625,-74.5468769073486,360,1.0230125,-39.9609384536743,1.68389625,-74.5468769073486,1.55362870957952
"498",194.24152,197.343677282333,0.0626886636018753,-95.7500076293945,-74.2608337402344,"Sst-IRES-Cre",97.0312538146973,1.024285,-60.2125030517578,1.023368,36.8187507629395,1.65433,-74.5375061035156,600,1.023022,-42.8687522888184,1.65433,-74.5375061035156,1.8377684620907
"501",158.939984,167.946323752403,0.0235492996871471,-87.125,-68.3402709960938,"Sst-IRES-Cre",84.9625030517579,1.024236,-61.1000022888184,1.023203,23.8625007629395,1.453392,-68.9187515258789,390,1.022905,-44.9437507629395,1.453392,-68.9187530517578,1.95371771815216
"506",112.529064,102.812580764294,0.00731829274445772,-82.4375,-70.6090240478516,"Htr3a-Cre_NO152",83.2864621480306,1.02502583333333,-50.8802108764648,1.02333416666667,32.4062512715658,1.36715,-71.2395846048991,690,1.02301666666667,-39.3281262715658,1.36715,-71.2395846048991,2.84151608121092
"507",179.331648,139.375001192093,0.0724908262491226,-84.59375,-68.9802322387695,"Htr3a-Cre_NO152",85.2656272252401,1.02460166666667,-56.2864596048991,1.02333,28.979167620341,1.3265,-69.9843775431315,169.999989827474,1.023,-42.703125,1.3265,-69.9843775431315,2.39722280874562
"511",166.71384,135.156214237213,0.054915577173233,-90.9062576293945,-76.0302276611328,"Sst-IRES-Cre",86.3750031789144,1.02393666666667,-64.3437525431315,1.02302666666667,22.0312506357829,1.62691666666667,-76.8333384195964,469.999969482422,1.02274,-43.2916704813639,1.62691666666667,-76.8333384195964,1.60057244845268
"512",159.05984,97.3437875509262,0.0529963411390781,-86.8125,-76.2736892700195,"Pvalb-IRES-Cre",70.015625,1.0241125,-60.125,1.02342,9.890625,1.5300075,-76.28125,0,1.023165,-46.703125,1.5300075,-76.28125,1.42416409159059
"513",543.598592,284.531354904175,0.0898909866809845,-100.40625,-71.9364929199219,"Vip-IRES-Cre",94.2187538146972,1.02452,-55.3802108764648,1.02324666666667,38.8385429382324,1.63566333333333,-72.3750025431315,249.999984741211,1.02292,-41.9791685740153,1.63566333333333,-72.3750025431315,2.94077404923226
"516",177.403792,194.531217217445,0.0566213354468346,-97.0312576293945,-75.5996322631836,"Sst-IRES-Cre",93.0625011444092,1.024309,-62.8687507629395,1.02333,30.1937503814697,1.35258,-75.8375045776367,184,1.023004,-46.3375022888184,1.35258,-75.8375045776367,1.7800911383498
"519",284.958944,353.571385145187,0.138903766870499,-99.15625,-67.0185165405273,"Sst-IRES-Cre",92.9453177452088,1.0241725,-61.4531288146973,1.02312875,31.4921889305115,1.55746875,-67.9453201293945,410,1.02275375,-42.4140634536743,1.55746875,-67.9453201293945,1.70998530851335
"523",162.217536,119.374960660934,0.0418769866228104,-89.71875,-76.1159591674805,"Htr3a-Cre_NO152",86.4500026702881,1.029211,-62.5125007629395,1.023508,23.9375019073486,1.204638,-77.13125,810.000061035156,1.023184,-34.5687515258789,1.204638,-77.1312515258789,2.06182097197252
"528",100.862056,69.0625384449959,0.0332983806729317,-68.9062576293945,-60.5382995605469,"Pvalb-IRES-Cre",87.0687515258789,1.023212,-64.5687515258789,1.022786,22.5,1.03299,-61.20625,400,1.02257,-46.6750015258789,1.023245,-64.6562522888184,1.1292471686794
"530",144.421056,87.8124609589577,0.0859573483467102,-85,-76.0933303833008,"Htr3a-Cre_NO152",82.3187526702881,1.028378,-65.6375015258789,1.023391,16.6812511444092,1.149124,-77.03125,830,1.023039,-36.4687515258789,1.149124,-77.0312515258789,2.00491944213311
"536",397.379712,243.906363844872,0.0763629674911499,-99.96875,-74.2015075683594,"Chat-IRES-Cre-neo",81.2687545776368,1.026092,-55.9812538146973,1.02368,25.2875007629395,1.434804,-75.1125045776367,340,1.02326,-47.0250030517578,1.434804,-75.1125045776367,2.8413088088654
"539",98.629136,70.1562091708183,0.0517433509230614,-84.1250076293945,-75.8124618530273,"Pvalb-IRES-Cre",85.9687557220459,1.02383,-60.8000038146973,1.023229,25.1687519073486,1.553059,-76.7875045776367,320,1.022988,-45.5875015258789,1.553059,-76.7875045776367,1.49434311462735
"543",175.045392,139.531254768372,0.160879477858543,-90.71875,-74.6727905273438,"Sst-IRES-Cre",86.75,1.024107,-64.2,1.023347,22.55,1.51664,-75.1437515258789,590,1.023058,-48.9500022888184,1.51664,-75.1437515258789,1.45292153104804
"555",192.310912,100.937500596046,0.0239616632461548,-99.46875,-82.914176940918,"Pvalb-IRES-Cre",78.1937526702881,1.023999,-56.9062522888184,1.023351,21.2875003814697,1.668758,-83.4562515258789,680,1.023089,-41.7625015258789,1.668758,-83.4562515258789,1.36182654346679
"560",95.661408,80.6251466274261,0.0181947629898787,-89,-79.0847549438477,"Chat-IRES-Cre-neo",87.1312538146973,1.028988,-65.3312530517578,1.023448,21.8000007629395,1.350528,-79.6812530517578,989.999938964844,1.023096,-43.5562522888184,1.350528,-79.6812530517578,2.3214358303258
"561",197.321888,133.928552269936,0.0159220937639475,-99.9062576293945,-78.8563385009766,"Pvalb-IRES-Cre",67.2625024318695,1.023777,-63.9500022888184,1.022825,3.31250014305115,1.472618,-79.4250015258789,530,1.022592,-42.6000007629395,1.472618,-79.4250015258789,1.5166109492097
"562",86.9816,67.1876892447472,0.0677195191383362,-95.34375,-78.4479141235352,"Pvalb-IRES-Cre",85.893754196167,1.024289,-61.7312530517578,1.023375,24.1625011444092,1.531172,-78.7812530517578,780,1.023066,-49.1750022888184,1.531172,-78.7812530517578,1.60945155336242
"566",249.251248,207.65632390976,0.146811291575432,-96.9687576293945,-73.3074264526367,"Sst-IRES-Cre",88.1562544504801,1.02426833333333,-61.8489621480306,1.02338,26.3072923024495,1.20969416666667,-74.3750063578288,610,1.02302166666667,-42.8333346048991,1.20969416666667,-74.3750063578288,1.38996744372346
"567",282.994112,245.312497019768,0.0296181812882423,-92.40625,-72.5818023681641,"Sst-IRES-Cre",104.787502288818,1.024101,-63.7937515258789,1.023189,40.9937507629395,1.538842,-72.8687515258789,330,1.022907,-48.0250007629395,1.538842,-72.8687515258789,2.13863766088884
"573",315.241184,234.218791127205,0.0632673725485802,-97.5937576293945,-73.0428314208984,"Sst-IRES-Cre",105.062505722046,1.02451,-65.8671913146973,1.023415,39.1953144073486,1.424395,-73.9375038146973,440,1.02308,-47.4218778610229,1.424395,-73.9375038146973,2.48985342611704
"581",152.807744,82.031175494194,0.041891623288393,-89.21875,-78.3183364868164,"Pvalb-IRES-Cre",94.2395846048991,1.02394583333333,-69.8333346048991,1.0232725,24.40625,1.56001833333333,-79.0677108764648,186.666666666667,1.02300416666667,-47.7708358764648,1.56001833333333,-79.0677108764648,1.28804637922439
"595",301.899872,328.125,0.019273217767477,-102.65625,-64.7194137573242,"Htr3a-Cre_NO152",88.0687549591065,1.024235,-60.1750038146973,1.023373,27.8937511444092,1.758652,-66.4187545776367,330,1.023021,-42.5062522888184,1.758652,-66.4187545776367,1.49143985031133
"603",112.589552,81.6517844796181,0.0469314455986023,-85.2187576293945,-76.7064819335938,"Pvalb-IRES-Cre",84.5125053405762,1.023659,-65.8500045776367,1.023142,18.6625007629395,1.303387,-76.8500015258789,608,1.022906,-50.6562522888184,1.303387,-76.8500030517578,1.24495370148969
"607",340.244064,363.593697547913,0.148001074790955,-105.281257629395,-64.9419174194336,"Htr3a-Cre_NO152",96.6000053405762,1.024488,-53.5250030517578,1.023376,43.0750022888184,1.365436,-65.5750015258789,310,1.023052,-40.0250007629395,1.365436,-65.5750015258789,2.53061651546897
"610",135.434912,128.906175494194,0.0333370417356491,-99.7500076293945,-75.9636688232422,"Pvalb-IRES-Cre",82.2062522888184,1.023586,-65.2437515258789,1.022889,16.9625007629395,1.417368,-76.7500030517578,509.999969482422,1.022624,-47.0750030517578,1.417368,-76.7500030517578,1.28375751421433
"613",263.33368,166.093781590462,0.0261067450046539,-92.28125,-74.4759140014648,"Nkx2-1-CreERT2",87.4791701634725,1.02414666666667,-56.4218769073486,1.02337666666667,31.0572932561239,1.15440666666667,-75.3645871480306,460,1.02306666666667,-41.8125025431315,1.15440666666667,-75.3645871480306,1.51524625073717
"617",110.670464,78.4374624490738,0.0179715771228075,-87.3750076293945,-78.4837493896484,"Htr3a-Cre_NO152",85.1328172683715,1.023775,-60.8515653610229,1.02320625,24.2812519073486,1.3092575,-78.7187538146973,585,1.02299125,-43.6875019073486,1.3092575,-78.7187538146973,1.38475790993763
"623",198.45928,152.812540531158,0.0303231067955494,-83.59375,-66.5105972290039,"Htr3a-Cre_NO152",86.2083355585734,1.027445,-56.6406262715658,1.02343166666667,29.5677092870076,1.26418083333333,-67.2500012715658,440,1.02308166666667,-40.8906262715658,1.26418083333333,-67.2500012715658,2.53467006360595
