specimen_id,adaptation,avg_isi,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,slow_trough_t_long_square,slow_trough_t_ramp,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_v_ramp,slow_trough_v_short_square,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,transgenic_line,reporter_status,height,binary_neuron
570438732,,,0.0067287786,1.06496,5.36102,1.02546,-44.3750038147,-41.9296884537,-49.1250038147,301.250784,0.01486,1.06324,5.358955,1.02357,22.4375019073,21.7578139305,22.5625009537,239.6875023842,0.0489184335,1.10078,,1.70517,-45.375,,-73.6093788147,90,108.437494278,340,1.06276,5.358175,1.02314,-35.40625,-29.2421894073,-39.3437519073,1.10078,5.36122,1.70517,-45.375,-42.015625,-73.6093788147,2.6704405879,1.9941455018,2.8718069181,-98.9062576294,-73.0588912964,Chat-IRES-Cre-neo,cre reporter positive,71.6875047684,Inhibitory
481004298,-0.0144716843,80.5479166667,0.1892064415,1.07597,10.0932683333,1.0282258333,-49.5937538147,-53.6979192098,-62.8645852407,140.350912,0.029075,1.07297,10.08838,1.02322,15.5000009537,17.4375,23.6562509537,132.8126937151,0.0285200737,1.079165,10.097475,1.6703383333,-51.0625038147,-55.8229204814,-75.5625050863,310,226.7083282471,730,1.072545,10.0879066667,1.0229233333,-35.90625,-34.9479192098,-43.8020858765,1.079165,10.097475,1.6703383333,-51.0625038147,-55.8229204814,-75.5625050863,3.1305227377,3.2069634757,2.449802692,-88.5625,-75.2428283691,Htr3a-Cre_NO152,cre reporter positive,86.5208361944,Inhibitory
486175203,0.0180185396,46.556,0.2642649763,1.23072,3.158835,1.0249066667,-47.5937538147,-47.90625,-50.6875038147,202.347344,0.035175,1.2286,3.1567025,1.0233616667,38.4687538147,36.125,33.9791692098,212.0312899351,0.0468316674,1.25381,3.1806825,1.7903016667,-55.4687538147,-54.4687538147,-75.9791692098,70,53.3749980927,690,1.2282,3.1563,1.0230083333,-36.0937538147,-36.3125019073,-44.1979179382,1.25381,3.1806825,1.7903016667,-55.4687538147,-54.4687538147,-75.9791692098,3.0987129734,3.0956400061,3.2360009211,-97.84375,-73.9191589355,Cux2-CreERT2,cre reporter positive,84.6666730245,Excitatory
476049169,0.0362674315,62.1703333333,0.2393501805,1.07479,5.5090416667,1.024631,-46.4375,-47.4166679382,-53.7062530518,104.156048,0.02706,1.072995,5.507565,1.023265,36.375,44.8541692098,40.5125015259,162.8123819828,0.1168040186,1.08444,5.5264833333,1.804775,-49.21875,-53.8750012716,-75.0187515259,150,112.1666692098,378,1.07259,5.5071716667,1.022924,-34.625,-35.9166692098,-46.3312522888,1.08444,5.5264833333,1.804775,-49.21875,-53.8750012716,-75.0187515259,2.7614619912,2.7856893914,2.8539876664,-94.5937576294,-73.9795761108,Rorb-IRES2-Cre,cre reporter positive,94.2187545776,Excitatory
476144118,0.0739083083,84.3431818182,0.1222350312,1.145775,4.269355,1.024991,-44.8125,-43.0312538147,-51.2812515259,153.991008,0.03987,1.143875,4.2674983333,1.023265,47.125,46.5937512716,51.8750022888,250.4687905312,0.154492259,1.19079,4.3008366667,1.176302,-50.25,-47.1875038147,-66.8750015259,80,81.1666666667,530,1.143395,4.2669816667,1.022887,-35.3125,-28.7500019073,-41.4687515259,1.19079,4.3008366667,1.176302,-50.25,-47.1875038147,-66.8750015259,2.9269439263,2.7354953355,3.0481075254,-89.28125,-66.1167221069,Scnn1a-Tg3-Cre,cre reporter positive,103.1562538147,Excitatory
488689365,0.0795338249,110.256,0.1124999898,1.123885,4.8349266667,1.027921,-46.4375,-48.6666692098,-53.3000030518,147.576528,0.058305,1.119275,4.8309583333,1.023456,24.53125,33.3020846049,29.1500015259,160.000115633,0.0200274847,1.140605,4.86961,1.755804,-51.7812538147,-57.2916692098,-77.8250030518,209.9999847412,95.2499974569,852,1.118755,4.830475,1.023021,-33.6250038147,-36.1979179382,-40.8875030518,1.140605,4.86961,1.755804,-51.7812538147,-57.2916692098,-77.8250030518,4.1556621666,4.0197224542,3.7094576554,-91.96875,-77.0050354004,Cux2-CreERT2,cre reporter positive,82.4500045776,Excitatory
474637203,,58.92,0.3183035506,1.07566,10.752475,1.026565,-47.2500038147,-50.5,-58.8875022888,130.61488,0.011105,1.07332,10.749745,1.023256,18.6875019073,19.5,23.9187515259,109.8437532783,0.0612884201,1.076705,10.754975,1.813225,-47.9062538147,-52.1250038147,-68.13125,310,243.2499694824,660,1.072935,10.749335,1.022983,-32.375,-33.59375,-38.8937507629,1.076705,10.754975,1.813225,-47.9062538147,-52.1250038147,-68.13125,3.2224068912,3.2976833639,2.3681034504,-77.90625,-67.147102356,Htr3a-Cre_NO152,cre reporter positive,82.8062538147,Inhibitory
534141324,,26.98,0.0944196293,1.0722,11.06312,1.024252,-55.7187538147,-55.3333358765,-58.3437530518,133.230128,0.0253,1.07112,11.0619866667,1.023216,24.6250019073,23.9375012716,25.6125011444,116.5624260902,0.0344483964,1.47436,,1.584416,-44.7812538147,,-74.2062545776,249.9999847412,251,900,1.07076,11.06156,1.02288,-39.0625,-33.5729192098,-46.7812515259,1.07226,11.0632,1.584416,-55.7812538147,-55.4062525431,-74.2062545776,1.8944433152,1.6759465027,1.967410558,-87.7187576294,-74.1498794556,Sst-IRES-Cre,cre reporter positive,83.9562541962,Inhibitory
321923685,0.0027568738,12.5740384615,0.8245761459,1.029555,11.07332,1.0242125,-60.5,-52.2916666667,-61.1875009537,146.92272,0.00759,1.02866,11.0720533333,1.02312625,13.03125,7.8958341281,17.6562514305,103.9062514901,0.0919351429,,,1.55408875,,,-72.3828163147,249.9999847412,251.2916564941,397.5,1.02832,11.0716,1.02281875,-42.09375,-31.0833333333,-42.3515625,1.02959,11.0734933333,1.55408875,-60.53125,-52.4791679382,-72.3828163147,1.55732838,1.3748092416,1.6480689355,-84.6875,-72.3729629517,Nr5a1-Cre,cre reporter positive,78.8437523842,Excitatory
396274594,-0.0012323296,329.985,1.4744317463,1.028535,10.6196233333,1.0241416667,-68.5625,-62.2708346049,-69.4791666667,152.78832,0.004995,1.02785,10.6187833333,1.0234375,27.28125,17.84375,31.6093756358,122.1874579787,0.0110582625,,,1.55817,,,-75.7552108765,249.9999847412,239.9583333333,370,1.027515,10.6184116667,1.0231191667,-48.1250038147,-34.71875,-51.2552102407,1.02855,10.6197033333,1.55817,-68.65625,-62.4583333333,-75.7552108765,1.3163180857,1.2114721417,1.3466681407,-99.59375,-75.7397460938,Pvalb-IRES-Cre,cre reporter positive,101.0885423025,Inhibitory
480351780,0.0233020465,56.7364705882,0.1868292785,1.15678,3.6264616667,1.025062,-47.2812538147,-47.8541692098,-52.8125038147,141.152544,0.029705,1.154755,3.624465,1.023392,46.03125,46.6875025431,46.9062522888,136.7187947035,0.0877228975,1.18777,3.660065,1.08181,-53.7812538147,-52.9166679382,-61.9750015259,70,65.1250012716,540,1.15435,3.6240533333,1.023055,-37.3750038147,-37.5104204814,-45.2312522888,1.18777,3.660065,1.08181,-53.7812538147,-52.9166679382,-61.9750015259,3.5390984523,3.5937530175,3.5661698237,-75.9687576294,-61.491153717,Rorb-IRES2-Cre,cre reporter positive,99.7187561035,Excitatory
485570335,0.0229875044,43.2695454545,0.27609375,1.249415,4.0208616667,1.025061,-48.8750038147,-50.3437512716,-51.2125015259,159.014672,0.03684,1.247485,4.0192866667,1.023392,20.2812519073,29.3645846049,20.9875007629,180.6250065565,0.042949032,1.349965,4.0557083333,1.352554,-58.0937538147,-54.2916666667,-78.8250061035,50,74.9583333333,670,1.24701,4.0188383333,1.022978,-35.65625,-37.9166679382,-44.8187507629,1.349965,4.0557083333,1.352554,-58.0937538147,-54.2916666667,-78.8250061035,2.2973004065,2.5753178393,2.5704095827,-100.9687576294,-78.7545089722,Nr5a1-Cre,cre reporter positive,72.2000022888,Excitatory
321023397,0.0059147157,15.7613541667,0.9858333333,1.034245,13.6153533333,1.024267,-60.59375,-58.0937525431,-63.3500030518,155.591856,0.009245,1.033355,13.6143733333,1.023362,13.25,17.5416673024,23.3937503815,92.3437848687,0.054768987,1.172295,,1.657443,-44.34375,,-74.9000015259,270,314.8333333333,114,1.03303,13.61399,1.023061,-37.5937538147,-32.5104173024,-45.0437515259,1.03427,13.6154233333,1.657443,-60.75,-58.1770846049,-74.9000015259,1.4477902365,1.3567130539,1.5644423922,-84.78125,-74.0444335938,Pvalb-IRES-Cre,cre reporter positive,86.7437534332,Inhibitory
515986607,,353.06,0.0828719487,1.05938,12.0116266667,1.02546,-45.15625,-46.6041692098,-54.6062530518,114.919744,0.02304,1.05742,12.00966,1.02352,33.3750038147,31.8958352407,36.8812515259,80.6249976158,0.0433410928,1.06726,12.0312666667,1.492328,-45.1875038147,-50.2812525431,-77.225,469.9999694824,274.7083333333,0,1.05682,12.0090466667,1.023072,-33.3125038147,-32.7604198456,-48.0687522888,1.05956,12.0312666667,1.492328,-45.4375038147,-50.2812525431,-77.2250015259,2.3885619228,2.0981962343,2.4666138598,-85.1875,-76.6868133545,Ntsr1-Cre_GN220,cre reporter positive,91.4875045776,Excitatory
313861608,0.0472376081,11.16875,1.4433650123,1.02968,16.60688,1.024076,-65.3125076294,-61.2812538147,-66.6125030518,148.943296,0.006105,1.02903,16.60613,1.023409,16.5,14.75,23.3875007629,81.2499970198,0.0091514885,1.056695,,1.224035,-44.65625,,-75.7250015259,290,389.625,530,1.02875,16.605785,1.023139,-46.90625,-32.9687538147,-50.11875,1.02969,16.606875,1.224035,-65.375,-61.2812538147,-75.7250015259,1.405709013,1.144005714,1.3972365615,-85.03125,-74.6396560669,Pvalb-IRES-Cre,cre reporter positive,90.0000038147,Inhibitory
488448839,0.0237073068,51.0925,0.3485211407,1.106795,5.1042333333,1.025126,-55.8125038147,-53.3854192098,-56.0312515259,100.70636,0.0266,1.10513,5.10269,1.023595,45.9687538147,47.6458346049,43.2750030518,147.4999189377,0.1379958093,1.14142,5.139565,1.123507,-58.0312538147,-56.4791704814,-75.1000045776,90,102.0416641235,509.9999694824,1.104665,5.1022033333,1.023175,-47.0937538147,-45.4375025431,-51.4937538147,1.14142,5.139565,1.123507,-58.0312538147,-56.4791704814,-75.1000045776,2.6555707356,2.6994918978,2.7511430812,-90.9062576294,-74.173248291,Ntsr1-Cre_GN220,cre reporter positive,99.3062545776,Excitatory
386049446,0.0450018072,90.26,0.1723214377,1.12969,6.261465,1.02522375,-53.03125,-52.0625012716,-52.9687519073,176.9292,0.04582,1.12778,6.2595366667,1.02349125,33.15625,41.9583358765,35.9218759537,123.2813596725,0.0316939764,1.175875,6.29017,1.72551,-59.09375,-58.1354179382,-84.7109375,110,130.9583333333,840,1.12727,6.25906,1.0230625,-45.28125,-40.1458333333,-46.2031259537,1.175875,6.29017,1.72551,-59.09375,-58.1354179382,-84.7109375,3.5244247946,3.7028573619,3.549037004,-99.6562576294,-85.1570739746,Nr5a1-Cre,cre reporter positive,88.890627861,Excitatory
397353539,0.2092551622,54.24,0.0526760563,1.085835,7.506305,1.0250025,-46.03125,-46.5104166667,-48.5703144073,200.678192,0.035925,1.083655,7.5038016667,1.0233175,37.0625,44.4583346049,41.5078144073,148.4373658895,0.0466642976,1.09986,7.5191866667,1.54085,-50.09375,-51.7708346049,-77.4843769073,150,162.125,900,1.08322,7.5033633333,1.022955,-35.03125,-32.1145846049,-43.828125,1.09986,7.5191866667,1.54085,-50.09375,-51.7708346049,-77.4843769073,3.6308231029,3.6906813408,4.1758505252,-96.375,-76.7660217285,Nr5a1-Cre,cre reporter positive,90.0781288147,Excitatory
490264167,,83.18,0.1568855135,1.089545,6.667935,1.025055,-47.2500038147,-44.1354192098,-51.0312530518,94.153832,0.031845,1.087715,6.6660833333,1.023398,45.875,46.4166666667,49.5187522888,145.6248909235,0.0955294892,1.113325,6.6891283333,1.552211,-53.7187538147,-50.8958346049,-70.0812530518,110,141.1666666667,680,1.08725,6.6655666667,1.023013,-35.1875,-32.3854192098,-45.5750030518,1.113325,6.6891283333,1.552211,-53.7187538147,-50.8958346049,-70.0812530518,2.4844170064,2.4563515956,3.3719861112,-86.84375,-69.3971939087,Ntsr1-Cre_GN220,cre reporter positive,100.5500053406,Excitatory
370351753,0.0557216459,99.9033333333,0.1570340607,1.191825,4.4241216667,1.02484,-47.75,-47.28125,-51.4166666667,293.105056,0.05736,1.189375,4.4223916667,1.023465,40.25,44.2291679382,44.46875,170.3124940395,0.0473887436,1.219855,4.4496983333,1.5312883333,-54.9062538147,-54.9375,-79.2604192098,110,85.0416666667,900,1.18897,4.4219916667,1.0231016667,-34.4062538147,-34.8125,-47.1770833333,1.219855,4.4496983333,1.5312883333,-54.9062538147,-54.9375,-79.2604192098,2.8745506029,2.9842956052,3.2485834109,-97.21875,-78.7213439941,Nr5a1-Cre,cre reporter positive,95.8854166667,Excitatory
481099415,0.000773381,8.9421818182,1.0749998436,1.079645,9.7765783333,1.023945,-56.5937538147,-56.3229192098,-61.1015644073,159.685184,0.01026,1.078895,9.7757116667,1.02331,8.03125,6.9791671435,18.0546884537,137.6562863588,0.0748733133,,,1.1075925,,,-77.3593788147,209.9999847412,218.8750050863,122.4999923706,1.07856,9.7753466667,1.0230525,-37.15625,-31.3229179382,-47.2812519073,1.07973,9.7766383333,1.1075925,-56.7500038147,-56.4270846049,-77.359380722,1.0731779011,0.9401134003,1.2703708777,-92.28125,-76.361656189,Htr3a-Cre_NO152,cre reporter positive,79.156252861,Inhibitory
476751360,,5.275,0.6821239658,1.030015,,1.0242258333,-57.2187538147,,-59.9010448456,187.830688,0.006605,1.029185,,1.0232783333,5.15625,,9.151042064,167.9688841105,0.0804671347,1.08534,,1.3122641667,-37.7500038147,,-75.0260429382,230,,480.0000305176,1.02888,,1.022985,-39.5937538147,,-43.510418574,1.03008,,1.3122641667,-57.4062538147,,-75.0260429382,1.2916722753,,1.280802467,-93.1562576294,-74.1210479736,Sst-IRES-Cre,cre reporter positive,69.0520869096,Inhibitory
471758398,,47.555,0.0405063291,1.080785,4.4411733333,1.024957,-47.6562538147,-46.8854192098,-52.2437522888,198.950144,0.03439,1.078795,4.439255,1.023349,29.8437519073,31.1979173024,30.1375015259,234.6876114607,0.0607179217,1.098805,4.46532,1.620229,-51.0312538147,-54.9479204814,-77.6437515259,150,85.5,889.9999389648,1.078335,4.43877,1.022934,-32.84375,-31.6145852407,-42.2312522888,1.098805,4.46532,1.620229,-51.0312538147,-54.9479204814,-77.6437515259,2.2906380048,2.0862672899,2.4388730822,-98.3750076294,-76.8264770508,Rbp4-Cre_KL100,cre reporter positive,82.3812538147,Excitatory
322507839,0.0094423485,29.113030303,0.0059782628,1.06693,1.772655,1.024946,-55.28125,-53.7812512716,-57.9750007629,443.305856,0.01362,1.065435,1.7712583333,1.023571,12.6875009537,16.6875,16.1000001907,491.8749928474,0.0494608358,,,1.559341,,,-60.8437507629,29.9999980927,18.75,47.9999969482,1.064945,1.7707333333,1.023144,-40.84375,-38.7604166667,-41.4000015259,1.067175,1.7777383333,1.559341,-55.5,-54.0833333333,-60.8437507629,1.6628376235,1.5732012018,1.6364464655,-94.46875,-58.3895721436,Sst-IRES-Cre,cre reporter positive,74.0750009537,Inhibitory
330154280,-0.0119391019,6.8580555556,2.0156756696,1.030405,8.8446533333,1.0244116667,-59.8437538147,-54.1354166667,-60.9895846049,262.940592,0.006075,1.029535,8.843625,1.0233983333,-0.65625,0.9999999901,4.7395833333,197.9687809944,0.1219575554,,,1.5256833333,,,-72.1666666667,170,195.5833333333,0,1.029245,8.8432216667,1.023135,-44.40625,-28.3750012716,-45.8750012716,1.03049,8.844685,1.5256833333,-60.0000038147,-54.1875,-72.1666666667,1.474850505,0.9702604224,1.4944817953,-100.90625,-72.2550735474,Pvalb-IRES-Cre,cre reporter positive,65.7291679382,Inhibitory
501895840,0.0176063191,61.5173333333,0.1975795253,1.32958,3.6456333333,1.026192,-54.3125,-53.5833346049,-56.6062522888,198.265632,0.05122,1.32576,3.64226,1.02354,28.3125,29.1979179382,26.0875011444,191.0937428474,0.1313373893,1.38632,3.6868666667,1.312492,-62.5625038147,-60.395837148,-76.1250045776,50,65.5,800,1.3252,3.6416733333,1.023036,-45.4062538147,-44.6250025431,-45.5375030518,1.38632,3.6868666667,1.312492,-62.5625038147,-60.395837148,-76.1250061035,4.0739823915,3.9542149854,3.4921580779,-96.59375,-76.037902832,Rorb-IRES2-Cre,cre reporter positive,82.6937534332,Excitatory
490733962,0.0171561136,53.4020588235,0.2444881979,1.774925,3.9827766667,1.02493125,-49.0312538147,-49.1458346049,-52.468752861,190.287488,0.035225,1.77302,3.9809733333,1.02346375,44.6250038147,48.1250038147,45.2812538147,144.0625041723,0.2682667673,1.827815,4.03179,1.1009775,-56.0625,-52.833337148,-70.6718769073,80,74.0416641235,610,1.77259,3.9805633333,1.02310875,-40.28125,-38.9895846049,-45.609377861,1.827815,4.03179,1.1009775,-56.0625,-52.833337148,-70.6718769073,3.4879629387,3.6635134804,3.4714127284,-84.96875,-68.8367080688,Rbp4-Cre_KL100,cre reporter positive,97.7500066757,Excitatory
501570114,0.0208385456,60.3575,0.2203125,1.18526,3.6432333333,1.0260533333,-49.8125038147,-48.5729204814,-55.6041692098,332.561728,0.01412,1.1832,3.6411,1.0236466667,28.8125019073,34.75,34.5625012716,217.1873897314,0.0512986891,,,1.6696933333,,,-72.9479192098,70,65.5,300,1.1826,3.64052,1.0231333333,-40.7812538147,-40.0520846049,-47.5416692098,1.18574,3.64354,1.6696933333,-50.0312538147,-48.7812525431,-72.9479217529,2.5268936022,2.7267564398,2.8353108266,-96.9375076294,-72.9392852783,Vip-IRES-Cre,cre reporter positive,90.1666704814,Inhibitory
477879512,0.015390741,67.4192857143,0.1869158782,1.09436,10.039045,1.02817,-57.03125,-56.9375025431,-68.1375045776,138.222464,0.028645,1.091375,10.0352316667,1.023142,30.625,35.65625,34.3875015259,90.468749404,0.0623507686,1.097755,10.042925,1.15079,-59.9375038147,-59.7604192098,-79.8437561035,249.9999847412,225.3749898275,830,1.09107,10.034915,1.022886,-35.15625,-34.9895833333,-40.2187515259,1.097755,10.042925,1.15079,-59.9375038147,-59.7604192098,-79.8437561035,3.5197433195,3.7980831467,2.7611000357,-89,-78.6321334839,Htr3a-Cre_NO152,cre reporter positive,102.5250061035,Inhibitory
475585413,0.0086512729,32.9784482759,0.3313084495,1.04258,4.59096,1.02671,-50.9062538147,-52.0625038147,-57.5062522888,338.230464,0.008185,1.040455,4.5879516667,1.023252,28.2812519073,27.9270846049,35.9250022888,214.8437947035,0.032412529,1.043295,4.5932033333,1.042814,-51.6250038147,-53.0833346049,-66.7750015259,120.0000076294,89.1666641235,360,1.040015,4.5873866667,1.02287,-34.59375,-32.8750012716,-38.1000022888,1.043295,4.5932033333,1.042814,-51.6250038147,-53.0833346049,-66.7750015259,2.5254074417,2.4950556758,2.6312543475,-88.3437576294,-65.2329788208,Htr3a-Cre_NO152,cre reporter positive,93.4312545776,Inhibitory
471800189,,,-3.86004028866623E-19,1.0424,10.420175,1.0249825,-48.34375,-47.6562525431,-51.8177115122,114.172056,0.0136,1.040985,10.4187666667,1.0233625,34.78125,33.2395852407,36.9166692098,89.5832106471,0.1518599391,1.049805,10.4336416667,1.4359641667,-49.1875038147,-53.239587148,-77.4166717529,290,234.9583231608,850,1.04053,10.4182416667,1.0229491667,-40.53125,-32.1875025431,-49.6197954814,1.049805,10.4336416667,1.4359641667,-49.1875038147,-53.239587148,-77.4166717529,2.4712835169,1.8575177708,2.7292945654,-87.75,-76.8494796753,Ntsr1-Cre_GN220,cre reporter positive,88.734380722,Excitatory
485887209,0.0614919916,92.6515,0.2028846244,1.45727,3.770245,1.0246133333,-42.9375038147,-43.4687538147,-50.9010454814,227.508608,0.055515,1.45519,3.76856,1.0232708333,40.6250038147,42.7656269073,42.2187519073,197.3437070847,0.071781531,1.48496,3.808815,1.4461258333,-54.15625,-52.6718769073,-73.4531300863,90,68.7500019073,575,1.454805,3.7681725,1.022955,-33.1875,-35.0312519073,-45.2031275431,1.48496,3.808815,1.4461258333,-54.15625,-52.6718769073,-73.4531300863,2.9676890485,3.1107647576,3.4502545596,-91.03125,-72.4250030518,Cux2-CreERT2,cre reporter positive,93.1197973887,Excitatory
467357834,0.034848305,81.592,0.2131469962,1.16381,4.8542233333,1.02511375,-46.75,-49.3020833333,-52.546875,130.769056,0.06443,1.16144,4.852005,1.02338875,35.6875038147,39.2604192098,41,139.3751204014,0.063060686,1.17558,4.8781583333,1.43922,-49.7187538147,-54.1562538147,-79.3359413147,210,95.7499974569,1170,1.16098,4.851575,1.02301625,-32.0625,-32.0937506358,-46.1718769073,1.17558,4.8781583333,1.43922,-49.7187538147,-54.1562538147,-79.3359413147,3.1319760188,3.0551942558,3.4545708803,-96,-79.9310379028,Rorb-IRES2-Cre,cre reporter positive,93.546875,Excitatory
491038812,0.0021412209,10.8593406593,1.221731165,1.27548,19.1118633333,1.024035,-65.8125076294,-62.0312525431,-68.7750015259,104.088008,0.00972,1.274745,19.1110766667,1.023394,4.625,9.7187503179,16.1062505722,56.7187517881,0.0936134979,,,1.621727,,,-83.5312576294,440,452.2499796549,810.0000610352,1.274375,19.110735,1.023087,-46.1562538147,-38.4687525431,-54.2187530518,1.275515,19.1118983333,1.621727,-65.9375076294,-62.1354204814,-83.5312576294,1.1205075991,1.1876326834,1.252613964,-90.4687576294,-83.2276611328,Pvalb-IRES-Cre,cre reporter positive,84.8812520981,Inhibitory
510106222,0.0268691569,68.485,0.1912698518,1.14864,4.3968666667,1.0267033333,-48.4687538147,-48.0104179382,-52.3177089691,151.449984,0.064,1.14488,4.39286,1.0234866667,38.375,39.552087148,37.1614602407,156.8748801947,0.0137283849,1.15974,4.42072,1.7840533333,-53.0625038147,-54.8541679382,-68.0208346049,110,84.2916666667,530,1.14444,4.3924066667,1.0231033333,-42.7187538147,-43.4270858765,-48.182293574,1.15974,4.42072,1.7840533333,-53.0625038147,-54.8541679382,-68.0208346049,6.0965560729,5.6746059384,5.1890989853,-83.4687576294,-67.0353393555,Ctgf-T2A-dgCre,cre reporter positive,89.4791692098,Excitatory
322761772,0.0233147925,72.1273076923,0.1782534375,1.19066,5.7303016667,1.024895,-48.8437538147,-49.1250012716,-51.0468769073,135.071536,0.060175,1.18838,5.7279583333,1.0234075,39.9062538147,35.5104166667,43.921875,150.3125727177,0.0128363045,1.21617,5.7518733333,1.9102275,-57.40625,-56.1354179382,-85.0625038147,110,117.7083358765,1030,1.18798,5.7275183333,1.0230625,-36.28125,-36.1458358765,-50.3281269073,1.21617,5.7518733333,1.9102275,-57.40625,-56.1354179382,-85.0625038147,3.1330203798,2.7930379895,3.704824362,-97.3750076294,-82.9683837891,Rorb-IRES2-Cre,cre reporter positive,94.9687519073,Excitatory
569730838,0.0699279652,115.305,0.1346405199,1.21316,4.63536,1.0251466667,-48.65625,-44.9270846049,-51.161462148,202.380544,0.06006,1.2099,4.633,1.02341,41.3750038147,44.6666666667,41.135418574,190.9375339746,0.131219402,1.25534,4.6739,1.6609133333,-58.8125038147,-55.708337148,-76.4531288147,59.9999961853,90.2916641235,750,1.20942,4.6325333333,1.0230233333,-40.34375,-37.5312538147,-45.354168574,1.25534,4.6739,1.6609133333,-58.8125038147,-55.708337148,-76.4531300863,3.8814775544,3.9930017827,3.7751103465,-98.25,-76.5436096191,Chrna2-Cre_OE25,cre reporter positive,92.296880722,Inhibitory
354833767,,41.485,0.0551470574,1.0613,6.7982083333,1.02525125,-48.03125,-50.0833333333,-50.195315361,159.969024,0.02446,1.059355,6.79599,1.02347625,37.65625,37.6562512716,43.8828125,124.3750751019,0.0180059671,1.72701,6.8114683333,1.60063,-51.59375,-55.2708346049,-82.3359394073,230,144.4166666667,910,1.058895,6.7955116667,1.02309625,-41.6562538147,-32.6770852407,-51.4531259537,1.72701,6.8114683333,1.60063,-51.59375,-55.2708346049,-82.3359394073,3.500343564,2.6464303537,3.839150346,-96.28125,-81.8460159302,Nr5a1-Cre,cre reporter positive,94.078127861,Excitatory
479179020,0.048978994,74.37875,0.2426356589,1.17219,2.91856,1.0256541667,-51.6562538147,-49.1875,-55.0677108765,171.60632,0.047025,1.17017,2.916345,1.023565,46.5,48.927087148,47.854168574,190.9375041723,0.0479762889,1.213115,2.964955,1.5175833333,-56.0625,-54.5416704814,-72.6093788147,50,47.4166666667,520,1.16972,2.9158933333,1.023155,-43.40625,-42.3020858765,-48.5677096049,1.213115,2.964955,1.5175833333,-56.0625,-54.5416704814,-72.6093788147,3.8909790034,4.2694360822,4.2082291424,-90.2812576294,-71.7251586914,Rorb-IRES2-Cre,cre reporter positive,102.9218794505,Excitatory
323535089,0.0583637423,16.679,0.2499596589,1.065245,10.145285,1.024368,-53.4687538147,-48.46875,-60.3687515259,235.689568,0.013055,1.064215,10.14418,1.023239,7.6875,7.0625004768,7.9250003815,189.5312517881,0.0383005105,1.889905,,1.754065,-42.6250038147,,-76.1562530518,160,228.125,570,1.06383,10.14368,1.022903,-35.5625,-25.0625019073,-40.3562507629,1.06533,10.14537,1.754065,-53.6875,-48.625,-76.1562530518,1.4130297242,0.9618972522,1.5000986445,-96.59375,-75.6874694824,Gad2-IRES-Cre,cre reporter positive,68.2937519073,Inhibitory
469720505,0.0481019466,76.1216666667,0.1895565324,1.228135,3.4357233333,1.025315,-50,-49.4375012716,-51.6875025431,165.977264,0.050805,1.225325,3.4332883333,1.0233866667,36.0937538147,42.4687525431,41.1562525431,181.0937523842,0.0409501716,1.24699,3.4626983333,1.4956966667,-57.34375,-56.6979192098,-83.2916692098,110,60.3333333333,920,1.224875,3.4328666667,1.0230066667,-33.8437538147,-34.8958333333,-48.1562525431,1.24699,3.4626983333,1.4956966667,-57.34375,-56.6979192098,-83.2916692098,3.1333442973,3.5257134352,3.8528682528,-100.0312576294,-82.3311004639,Nr5a1-Cre,cre reporter positive,92.8437550863,Excitatory
489930727,0.0370010449,35.725,0.3073412818,1.04931,6.6983233333,1.024261,-55.6875038147,-50.833337148,-57.0000022888,160.333904,0.010725,1.048275,6.6968016667,1.023257,32.46875,28.3437519073,36.3437530518,148.7500369549,0.1296005845,1.056735,,1.408845,-54.3125,,-72.7125015259,90,141.9166615804,300,1.047985,6.6964133333,1.023002,-46.1875,-36.8229179382,-48.4375022888,1.04948,6.7003583333,1.408845,-55.7812538147,-51.208337148,-72.7125015259,2.8320348418,2.8774647961,2.9179089171,-88.46875,-71.991607666,Htr3a-Cre_NO152,cre reporter positive,93.3437553406,Inhibitory
473564515,,,0.3898881956,1.09184,10.7287266667,1.024314,-54.25,-54.3229204814,-61.3500030518,160.168064,0.053065,1.090635,10.727695,1.023433,14.3125009537,20.9687519073,28.7125015259,143.1249678135,0.0922901481,1.743025,,1.375837,-43.0937538147,,-73.1812515259,190,242.6666666667,690,1.09029,10.7272883333,1.023146,-32.46875,-28.4270839691,-43.5687515259,1.09195,10.7288433333,1.375837,-54.3437538147,-54.4375012716,-73.1812515259,1.624742875,1.3680700865,1.7141476027,-88.0937576294,-71.6164016724,Sst-IRES-Cre,cre reporter positive,90.0625045776,Inhibitory
